coef,se,p_value,ci_lo,ci_hi,n,n_left,n_right,spec,outcome,threshold,cutoff_km,bandwidth_km,kernel,poly_order,donut_km,ring_lower_km,extra_formula,pct_effect
0.007059059018997284,0.0029580427852119017,0.017014457330019116,0.0012612951599819565,0.012856822878012611,140031,88136,51895,donut_0.05,log_real_price_psf,75,1.0,0.5,triangular,1,0.05,,,0.7084032905576132
0.005174889803939692,0.003776712119995453,0.17062126753453954,-0.002227465951251396,0.01257724555913078,124614,79537,45077,donut_0.1,log_real_price_psf,75,1.0,0.5,triangular,1,0.1,,,0.5188302672906486
