threshold,cutoff_km,window_km,left_count,right_count,z_stat,p_value
75,1.0,0.05,8299,8068,1.8056244989941836,0.07097701322519079
75,1.0,0.1,16898,14886,11.285575235970276,0.0
75,2.0,0.05,2233,2025,3.1875756928357855,0.0014347090082571512
75,2.0,0.1,5052,3969,11.402527155872322,0.0
