coef,se,p_value,ci_lo,ci_hi,n,n_left,n_right,spec,outcome,threshold,cutoff_km,bandwidth_km,kernel,poly_order,donut_km,ring_lower_km,extra_formula,pct_effect
-0.002200298553736567,0.0022059561438100557,0.31855325846179194,-0.006523972595604276,0.0021233754881311425,174182,98104,76078,placebo_0.8,log_real_price_psf,75,0.8,0.5,triangular,1,0.0,,,-0.21978796712869286
0.006035234948870538,0.0025064962163243555,0.01604733312891113,0.0011225023648748014,0.010947967532866275,134871,83846,51025,placebo_1.2,log_real_price_psf,75,1.2,0.5,triangular,1,0.0,,,0.6053483672621818
