coef,se,p_value,ci_lo,ci_hi,n,n_left,n_right,n_clusters,spec,outcome,threshold,cutoff_km,bandwidth_km,donut_km,ring_lower_km,include_controls,add_year_fe,pct_effect
-0.01705656084222873,0.011120246589337909,0.12507163505521868,-0.03885224415733103,0.004739122472873572,134487,76008,58479,53,schoolfe_minimal,log_real_price_psf,80,1.0,0.5,0.0,,False,True,-1.6911921227353188
-0.008717898531354908,0.006548978129102115,0.1831282924213966,-0.021553895664395053,0.004118098601685237,134487,76008,58479,53,schoolfe_adjusted,log_real_price_psf,80,1.0,0.5,0.0,,True,True,-0.8680007842959081
0.005988069789578058,0.012837063370516419,0.640881076535593,-0.019172574416634124,0.03114871399579024,69786,41466,28320,45,schoolfe_minimal,log_real_price_psf,80,2.0,0.5,0.0,1.05,False,True,0.6006034118799519
-0.007431558026474169,0.006800278866617734,0.27446784833003424,-0.02076010460504493,0.00589698855209659,69786,41466,28320,45,schoolfe_adjusted,log_real_price_psf,80,2.0,0.5,0.0,1.05,True,True,-0.7404012277305472
