coef,se,p_value,ci_lo,ci_hi,n,n_left,n_right,n_clusters,spec,outcome,threshold,cutoff_km,bandwidth_km,donut_km,ring_lower_km,include_controls,add_year_fe,pct_effect
-0.013910712104246142,0.020164424785313002,0.4902796742245884,-0.053432984683459625,0.025611560474967345,120711,69283,51428,53,schoolfe_donut_0.05,log_real_price_psf,80,1.0,0.5,0.05,,False,True,-1.3814405231539095
-0.007879791346883078,0.025233074689052882,0.7548275339968298,-0.05733661773742672,0.04157703504366057,106708,62041,44667,53,schoolfe_donut_0.1,log_real_price_psf,80,1.0,0.5,0.1,,False,True,-0.7848827174830375
