school,year,SDI,good_school
Ai Tong,2020,1.2363812782865136,1
Alexandra,2020,0.8063380611200457,0
Anchor Green,2020,-0.6927274055362632,0
Anderson,2020,0.853454705133232,0
Ang Mo Kio,2020,-1.0168363111162666,0
Anglo-Chinese (Junior),2020,1.1774155626803202,1
Anglo-Chinese (Primary),2020,1.161220924566948,1
Angsana,2020,-1.408728526114172,0
Beacon,2020,-0.9447303178531324,0
Bedok Green,2020,-1.2585114151253758,0
Bendemeer,2020,-0.8476358074009851,0
Blangah Rise,2020,-1.3662227972857643,0
Boon Lay Garden,2020,-1.1276908387262075,0
Bukit Panjang,2020,0.7459931277968168,0
Bukit Timah,2020,-0.6855709674473567,0
Bukit View,2020,-1.2628471254272453,0
CHIJ (Katong),2020,-0.6230556117877457,0
CHIJ (Kellock),2020,-0.24278495184279797,0
CHIJ (Toa Payoh),2020,1.0967474641023158,1
CHIJ Our Lady Queen of Peace,2020,-0.5918471230737656,0
CHIJ Our Lady of Good Counsel,2020,-0.19662194007403022,0
CHIJ Our Lady of the Nativity,2020,0.7702090139182943,0
CHIJ St. Nicholas Girls’,2020,1.170843996131937,1
Canberra,2020,1.091492903259148,1
Canossa Catholic,2020,-0.4967616978002652,0
Cantonment,2020,-1.0146716033714025,0
Casuarina,2020,-0.10187573992391935,0
Catholic High,2020,1.2037266533953561,1
Cedar,2020,-1.0710884331658321,0
Changkat,2020,-0.7937850354673439,0
Chongfu,2020,1.2226368770048293,1
Chongzheng,2020,0.8488147277497038,0
Chua Chu Kang,2020,0.8559629129226476,0
Clementi,2020,-0.3405712363840419,0
Compassvale,2020,0.6728259055223744,0
Concord,2020,0.2079298456593843,0
Corporation,2020,-0.8773081677570794,0
Damai,2020,-1.0047231498247475,0
Dazhong,2020,-0.8545508657316533,0
De La Salle,2020,-0.009606538822110336,0
East Spring,2020,-0.718328312106657,0
Edgefield,2020,-0.7137973621606701,0
Elias Park,2020,0.43986796547372764,0
Endeavour,2020,-0.7299446286644743,0
Eunos,2020,-1.0514852567621173,0
Evergreen,2020,-0.5125292927028388,0
Fairfield Methodist,2020,1.225157600480813,1
Farrer Park,2020,-1.0679218671573771,0
Fengshan,2020,0.3854455630888467,0
Fern Green,2020,-0.10441656118912912,0
Fernvale,2020,-0.7735307577270255,0
First Toa Payoh,2020,-1.4176438123997919,0
Frontier,2020,1.04439178637908,1
Fuchun,2020,-0.40825618981932726,0
Fuhua,2020,-0.5676851725716163,0
Gan Eng Seng,2020,-0.9853202002775683,0
Geylang Methodist,2020,-0.3149787773768286,0
Gongshang,2020,1.1493989075986177,1
Greendale,2020,-1.0751863326441513,0
Greenridge,2020,-0.8766840537263477,0
Greenwood,2020,-0.36306304709405857,0
Guangyang,2020,-1.3526514329025636,0
Haig Girls’,2020,0.24252841188832028,0
Henry Park,2020,1.180281359865966,1
Holy Innocents’,2020,0.8893754095701674,1
Hong Wen,2020,0.8768296730975913,0
Horizon,2020,0.9045626716256409,1
Hougang,2020,0.8197739459173509,0
Huamin,2020,0.656857019161441,0
Innova,2020,0.5395678029390153,0
Jiemin,2020,-0.18211334387814143,0
Jing Shan,2020,-0.1605308182378208,0
Junyuan,2020,0.4035169753729154,0
Jurong,2020,0.23564597209353205,0
Jurong West,2020,0.4336933109583087,0
Juying,2020,-1.4014491742864195,0
Keming,2020,0.9175539663462351,1
Kheng Cheng,2020,0.18774691230948634,0
Kong Hwa,2020,0.9302644119130958,1
Kranji,2020,-1.5511269057987134,0
Kuo Chuan Presbyterian,2020,1.0490988460835127,1
Lakeside,2020,0.6355268952949349,0
Lianhua,2020,-1.329119743369474,0
Maha Bodhi,2020,0.8863118353798982,1
Maris Stella High,2020,1.0134666502449883,1
Marsiling,2020,-0.7616014330876372,0
Marymount Convent,2020,-0.8339641049065132,0
Mayflower,2020,-1.091949708151886,0
Mee Toh,2020,0.8681704466826412,0
Meridian,2020,-1.1975516024121506,0
Methodist Girls’,2020,1.0635874817357784,1
Montfort Junior,2020,-0.6064614197900232,0
Nan Chiau,2020,1.209322141698319,1
Nan Hua,2020,1.2205458829639677,1
Nanyang,2020,1.3556848581650622,1
Naval Base,2020,-0.6266216450064647,0
New Town,2020,-1.3363990951972264,0
Ngee Ann,2020,0.45790350500579347,0
North Spring,2020,-0.7930791963838674,0
North View,2020,0.10630367976941606,0
North Vista,2020,-0.7107759946413259,0
Northland,2020,1.1677762942383119,1
Northoaks,2020,-1.7893749676140558,0
Northshore,2020,-1.0980413985756436,0
Oasis,2020,0.060311252182614086,0
Opera Estate,2020,-0.026491714174856365,0
Palm View,2020,-0.4451083973511264,0
Park View,2020,-0.6141064285017335,0
Pasir Ris,2020,0.9692896543341291,1
Paya Lebar Methodist Girls’,2020,0.8007551101091545,0
Pei Chun Public,2020,1.2370903285983332,1
Pei Hwa Presbyterian,2020,1.2309210947406113,1
Pei Tong,2020,-1.1471968564083777,0
Peiying,2020,-0.8025008178292945,0
Pioneer,2020,-1.112448694573052,0
Poi Ching,2020,0.968705596475486,1
Princess Elizabeth,2020,1.303352867660836,1
Punggol,2020,0.46288680871438925,0
Punggol Cove,2020,-0.538271646023512,0
Punggol Green,2020,0.9428278912060507,1
Punggol View,2020,0.26758490325553147,0
Qifa,2020,0.7704200654441825,0
Qihua,2020,-0.7471019404857077,0
Queenstown,2020,0.17709294406329879,0
Radin Mas,2020,1.0697901248539192,1
Raffles Girls’,2020,0.9421074867187875,1
Red Swastika,2020,0.918542749057504,1
River Valley,2020,0.8789007197941467,1
Riverside,2020,0.8120069574673329,0
Rivervale,2020,0.6855495878902189,0
Rosyth,2020,1.3588209499421413,1
Rulang,2020,1.289354990270522,1
Sembawang,2020,-0.26987953724128527,0
Seng Kang,2020,-1.0320463257588477,0
Sengkang Green,2020,1.0600742055137973,1
Shuqun,2020,1.0081683637408134,1
Si Ling,2020,-1.3531703519351592,0
Singapore Chinese Girls’,2020,1.1545711955626219,1
South View,2020,1.221241871815912,1
Springdale,2020,0.0419274127652645,0
St. Andrew’s Junior,2020,0.7874903990814626,0
St. Anthony’s,2020,0.9649976174042114,1
St. Anthony’s Canossian,2020,-0.9912181053615745,0
St. Gabriel’s,2020,0.029946766940454575,0
St. Hilda’s,2020,1.3133201094395064,1
St. Joseph’s Institution Junior,2020,1.0337930107667535,1
St. Margaret’s,2020,0.22407329162559783,0
St. Stephen’s,2020,-0.7220561126980647,0
Stamford,2020,-1.1269271935551735,0
Tampines,2020,0.6709659566345654,0
Tampines North,2020,-0.7366426664515164,0
Tanjong Katong,2020,0.041352048568898805,0
Tao Nan,2020,1.361932444667791,1
Teck Ghee,2020,0.7099355274893244,0
Teck Whye,2020,-1.3262345412424281,0
Telok Kurau,2020,-0.9818094380392804,0
Temasek,2020,1.1171279906936644,1
Townsville,2020,-1.09853822211441,0
Unity,2020,-0.7595632195354043,0
Valour,2020,-0.5996668094223361,0
Waterway,2020,-0.15244291442218033,0
Wellington,2020,-0.20002722745338772,0
West Grove,2020,0.6858677477788377,0
West Spring,2020,1.0113818957778626,1
West View,2020,-1.0035797325567375,0
Westwood,2020,1.0153319825360376,1
White Sands,2020,0.7474231455294282,0
Woodgrove,2020,0.23316471499347652,0
Woodlands,2020,0.4367318736966484,0
Woodlands Ring,2020,-0.7196456812945997,0
Xinghua,2020,-1.1117345385856725,0
Xingnan,2020,-0.2525279748755215,0
Xinmin,2020,0.787393828111206,0
Xishan,2020,-0.7873379450409461,0
Yangzheng,2020,0.7535665393739468,0
Yew Tee,2020,-0.8676820635732965,0
Yio Chu Kang,2020,-1.0379442308428541,0
Yishun,2020,-0.8255422729166295,0
Yu Neng,2020,0.8536429440662323,0
Yuhua,2020,-1.0511220213845158,0
Yumin,2020,-0.7871726821583831,0
Zhangde,2020,0.16634361978448894,0
Zhenghua,2020,-0.5755574751302529,0
Zhonghua,2020,-1.4378980901401102,0
Admiralty,2021,1.0790001291189628,1
Ahmad Ibrahim,2021,-1.2348321800793578,0
Ai Tong,2021,1.289354990270522,1
Alexandra,2021,0.6953132216332729,0
Anchor Green,2021,-0.7763934290426354,0
Anderson,2021,0.7944376218009844,0
Ang Mo Kio,2021,-1.0152687139272598,0
Anglo-Chinese (Junior),2021,1.0944869819529655,1
Anglo-Chinese (Primary),2021,1.10824721258294,1
Angsana,2021,-0.8619495964312485,0
Beacon,2021,-0.957758829473595,0
Bedok Green,2021,-1.2034926204228655,0
Bendemeer,2021,-0.9742527611084095,0
Blangah Rise,2021,-1.4587198020755967,0
Boon Lay Garden,2021,-1.0791369667324036,0
Bukit Panjang,2021,0.8157361141751358,0
Bukit Timah,2021,-0.7268833374426822,0
Bukit View,2021,-1.0996718700980046,0
CHIJ (Katong),2021,-0.4696585284084451,0
CHIJ (Kellock),2021,-0.3616735061152753,0
CHIJ (Toa Payoh),2021,1.0290043680099825,1
CHIJ Our Lady Queen of Peace,2021,-0.5823111296375342,0
CHIJ Our Lady of Good Counsel,2021,-0.27976387918996026,0
CHIJ Our Lady of the Nativity,2021,0.7204688763866909,0
CHIJ St. Nicholas Girls’,2021,1.2777430331782444,1
Canberra,2021,0.6951094129753841,0
Canossa Catholic,2021,-0.6155779302969772,0
Cantonment,2021,-0.8903137180814318,0
Casuarina,2021,-0.28301746832538155,0
Catholic High,2021,1.1900802410257678,1
Cedar,2021,-0.8905588047102249,0
Changkat,2021,-0.8950524701216385,0
Chongfu,2021,1.297915864586046,1
Chongzheng,2021,0.9236313990638743,1
Chua Chu Kang,2021,0.7995041400734197,0
Clementi,2021,-0.4526952552355556,0
Compassvale,2021,0.7170527370236296,0
Concord,2021,0.15015763890783232,0
Corporation,2021,-1.1253364487662978,0
Damai,2021,-1.1386758336331657,0
Dazhong,2021,-0.58130798386359,0
De La Salle,2021,-0.03536100202064754,0
East Spring,2021,-0.7884928615592547,0
Edgefield,2021,-0.7088071888940026,0
Elias Park,2021,0.6776877972808701,0
Endeavour,2021,-0.8088163289180732,0
Evergreen,2021,-0.6794581570776909,0
Fairfield Methodist,2021,1.2583037340187564,1
Farrer Park,2021,-1.115292531438202,0
Fengshan,2021,0.4276023604929825,0
Fern Green,2021,-0.026458220693148293,0
Fernvale,2021,-0.7433014132098659,0
First Toa Payoh,2021,-1.4005782331158523,0
Frontier,2021,0.9049495205532773,1
Fuchun,2021,-0.8644955922744204,0
Fuhua,2021,-0.7508092557013933,0
Gan Eng Seng,2021,-1.1979100862430356,0
Geylang Methodist,2021,-0.2664560445262935,0
Gongshang,2021,1.1106644043213083,1
Greendale,2021,-1.2933971642480238,0
Greenridge,2021,-0.9605518418606043,0
Greenwood,2021,-0.429335665036287,0
Haig Girls’,2021,0.17502039382122292,0
Henry Park,2021,1.2164022857864798,1
Holy Innocents’,2021,1.2993989075986176,1
Hong Wen,2021,0.9072229568257607,1
Horizon,2021,1.1221730496195028,1
Hougang,2021,0.7602906587193858,0
Huamin,2021,0.8479606616634205,0
Innova,2021,0.4595755367967853,0
Jiemin,2021,-0.26741208177798265,0
Jing Shan,2021,-0.07715894556968597,0
Junyuan,2021,0.32954685569005165,0
Jurong,2021,0.1354996365013644,0
Jurong West,2021,0.7184927151703475,0
Keming,2021,0.8762849238958188,1
Kheng Cheng,2021,0.5009059511670562,0
Kong Hwa,2021,1.0370496327728684,1
Kranji,2021,-1.4031409190414075,0
Kuo Chuan Presbyterian,2021,0.8140633912028186,0
Lakeside,2021,0.7207183229366718,0
Lianhua,2021,-1.1062416397696673,0
Maha Bodhi,2021,1.0004306710995086,1
Maris Stella High,2021,0.9788081250877314,1
Marsiling,2021,-0.7188511062220984,0
Marymount Convent,2021,-0.6582490268388281,0
Mayflower,2021,-1.0422957941505344,0
Mee Toh,2021,0.8996949597101096,1
Meridian,2021,-1.2381777349367542,0
Methodist Girls’,2021,1.1385454076513541,1
Montfort Junior,2021,-0.8526065053101943,0
Nan Chiau,2021,1.2437172428212988,1
Nan Hua,2021,1.4764470456592536,1
Nanyang,2021,1.2407169885883835,1
Naval Base,2021,-0.2367281388680808,0
New Town,2021,-1.392627795811359,0
Ngee Ann,2021,0.44884586931828946,0
North Spring,2021,-0.9496879142989079,0
North View,2021,-0.19911023412306303,0
North Vista,2021,-0.8233897711481479,0
Northland,2021,1.4726784560697888,1
Northoaks,2021,-1.340619491850098,0
Northshore,2021,-0.8648584677114344,0
Oasis,2021,0.20574135014820266,0
Opera Estate,2021,-0.2113773747562595,0
Palm View,2021,-0.5332149463879622,0
Park View,2021,-0.6437584068668007,0
Pasir Ris,2021,0.8475118906383524,0
Paya Lebar Methodist Girls’,2021,0.8710417273265613,1
Pei Chun Public,2021,1.107233895189462,1
Pei Hwa Presbyterian,2021,1.1852715331326333,1
Pei Tong,2021,-1.1281600446281597,0
Peiying,2021,-0.9215563742275197,0
Poi Ching,2021,0.9724614442614938,1
Princess Elizabeth,2021,1.2483996901801933,1
Punggol,2021,0.7744605058481732,0
Punggol Cove,2021,-0.5241166707263268,0
Punggol Green,2021,0.9832908468081865,1
Punggol View,2021,-0.11619823875676971,0
Qifa,2021,0.7121451630519062,0
Qihua,2021,-0.8894523580907533,0
Queenstown,2021,0.1363575155186251,0
Radin Mas,2021,0.8866255669453635,1
Raffles Girls’,2021,0.7354879863382222,0
Red Swastika,2021,1.0436237057057414,1
River Valley,2021,0.8115507026224991,0
Riverside,2021,0.8555578965078308,0
Rivervale,2021,0.7217912797896648,0
Rosyth,2021,1.3552452863263433,1
Rulang,2021,1.3326758283724438,1
Sembawang,2021,0.0038345280881579152,0
Seng Kang,2021,-1.2397950412846535,0
Sengkang Green,2021,0.8017522618126225,0
Shuqun,2021,0.8386538720143191,0
Si Ling,2021,-1.0833416738840946,0
Singapore Chinese Girls’,2021,0.9975118906383524,1
South View,2021,1.432709178714756,1
Springdale,2021,0.3143622605498678,0
St. Andrew’s Junior,2021,0.8301862565802005,0
St. Anthony’s,2021,0.867750421716083,1
St. Anthony’s Canossian,2021,-0.9850347691697572,0
St. Gabriel’s,2021,-0.048090871002717056,0
St. Hilda’s,2021,1.4721666225909558,1
St. Joseph’s Institution Junior,2021,1.0843691680904555,1
St. Margaret’s,2021,0.48384865754908807,0
St. Stephen’s,2021,-0.6637446755349511,0
Tampines,2021,0.6109369072527465,0
Tampines North,2021,-0.8685342949297323,0
Tanjong Katong,2021,0.26307418332562127,0
Tao Nan,2021,1.2644607351466752,1
Teck Ghee,2021,0.3392568591155517,0
Teck Whye,2021,-1.5680764700083192,0
Telok Kurau,2021,-0.6622660545766513,0
Temasek,2021,1.0505316277187617,1
Townsville,2021,-1.0275548126036118,0
Unity,2021,-0.8732787663469903,0
Valour,2021,-0.09699499067729946,0
Waterway,2021,0.24608817129141497,0
Wellington,2021,0.024170107917879838,0
West Grove,2021,0.2225964523139571,0
West Spring,2021,0.9665322945361021,1
West View,2021,-1.0205938078924652,0
Westwood,2021,0.9678702841479289,1
White Sands,2021,0.7331543705277089,0
Woodgrove,2021,0.4055008778764353,0
Woodlands,2021,0.7669582701886728,0
Woodlands Ring,2021,-0.8457586104731807,0
Xinghua,2021,-1.1797659919028343,0
Xingnan,2021,-0.3468625891466825,0
Xinmin,2021,0.8586106215974761,1
Xishan,2021,-0.6794581570776909,0
Yangzheng,2021,0.7566342868102194,0
Yew Tee,2021,-0.8335875376795152,0
Yio Chu Kang,2021,-1.0389759961678777,0
Yishun,2021,-0.6533313676727011,0
Yu Neng,2021,0.8398994414640842,0
Yuhua,2021,-1.121372551499641,0
Yumin,2021,-1.0221880114021187,0
Zhangde,2021,0.04386407274539694,0
Zhenghua,2021,-0.6204316500612846,0
Zhonghua,2021,-1.3517952602850678,0
Admiralty,2022,1.2378750037982564,1
Ahmad Ibrahim,2022,-1.023095162609664,0
Ai Tong,2022,1.2160399351351456,1
Alexandra,2022,0.7550360978762181,0
Anchor Green,2022,-1.0959368125052644,0
Anderson,2022,0.8275571315710275,0
Ang Mo Kio,2022,-0.8993115133938261,0
Anglo-Chinese (Junior),2022,1.0904998775995867,1
Anglo-Chinese (Primary),2022,1.0695477237402389,1
Angsana,2022,-0.5230538276200732,0
Beacon,2022,-1.0163280297605664,0
Bedok Green,2022,-1.0762400212950824,0
Bendemeer,2022,-0.7791579945429785,0
Blangah Rise,2022,-1.0074127434749467,0
Boon Lay Garden,2022,-1.1630116825790426,0
Bukit Panjang,2022,0.7887849004211591,0
Bukit Timah,2022,-0.6231132024888494,0
Bukit View,2022,-1.2529324518024771,0
CHIJ (Katong),2022,-0.6643912749847791,0
CHIJ (Kellock),2022,-0.3595574554124157,0
CHIJ (Toa Payoh),2022,1.0244180331853698,1
CHIJ Our Lady Queen of Peace,2022,-0.5830178222010908,0
CHIJ Our Lady of Good Counsel,2022,-0.25115567586877724,0
CHIJ Our Lady of the Nativity,2022,0.7768721457603944,0
CHIJ St. Nicholas Girls’,2022,1.1471299614927615,1
Canberra,2022,0.7850933311005496,0
Canossa Catholic,2022,-0.414782109928846,0
Cantonment,2022,-0.9135187731314365,0
Casuarina,2022,-0.40472982398828816,0
Catholic High,2022,1.154343133731762,1
Cedar,2022,-1.0493877517641954,0
Changkat,2022,-0.8892164764800845,0
Chongfu,2022,1.3202833896713937,1
Chongzheng,2022,0.8551963164640952,0
Chua Chu Kang,2022,0.9106345760202275,1
Clementi,2022,-0.6107097958629042,0
Compassvale,2022,0.7552689012367982,0
Concord,2022,-0.04005589165339553,0
Corporation,2022,-0.8594219608285958,0
Damai,2022,-1.0875846399321567,0
Dazhong,2022,-0.49608064433882676,0
De La Salle,2022,-0.07837847786685079,0
East Spring,2022,-0.7229137484227071,0
Edgefield,2022,-0.6518495556594759,0
Elias Park,2022,0.8073870255190507,0
Endeavour,2022,-0.8241944339852703,0
Evergreen,2022,-0.7560867533612996,0
Fairfield Methodist,2022,1.1852715331326333,1
Farrer Park,2022,-0.8217485728089583,0
Fengshan,2022,0.7521107082214183,0
Fern Green,2022,0.29378102119948124,0
Fernvale,2022,-0.6003273425159372,0
First Toa Payoh,2022,-1.8284621701718702,0
Frontier,2022,0.9211441586666494,1
Fuchun,2022,-0.8621546163551165,0
Fuhua,2022,-0.570777736059933,0
Gan Eng Seng,2022,-1.0065262323935138,0
Geylang Methodist,2022,-0.00026953865633945473,0
Gongshang,2022,1.0100749048662099,1
Greendale,2022,-1.034463090672443,0
Greenridge,2022,-0.9362151636648752,0
Greenwood,2022,-0.3339715378728691,0
Haig Girls’,2022,0.17399935265768807,0
Henry Park,2022,1.1413349669172657,1
Holy Innocents’,2022,1.257075863319235,1
Hong Wen,2022,0.8826660131002676,1
Horizon,2022,0.9337392972878195,1
Hougang,2022,0.8290298973159174,0
Huamin,2022,0.7212381485762664,0
Innova,2022,0.4772822893501653,0
Jiemin,2022,-0.3472975204815354,0
Jing Shan,2022,-0.2594036557836748,0
Junyuan,2022,0.05695811758682348,0
Jurong,2022,0.05114342457314956,0
Jurong West,2022,0.7288513596421659,0
Keming,2022,0.9974606939369737,1
Kheng Cheng,2022,0.12175175281724784,0
Kong Hwa,2022,1.1893825911017228,1
Kranji,2022,-1.1804737771822038,0
Kuo Chuan Presbyterian,2022,1.051788439733712,1
Lakeside,2022,0.6821387764143433,0
Lianhua,2022,-1.2370737808127221,0
Maha Bodhi,2022,0.8542492448417524,0
Maris Stella High,2022,1.1119850123814925,1
Marsiling,2022,-0.6617921241837412,0
Marymount Convent,2022,-0.798280421176423,0
Mayflower,2022,-0.8958867786181081,0
Mee Toh,2022,0.8717820530961491,0
Meridian,2022,-1.085892895177169,0
Methodist Girls’,2022,1.271141989968843,1
Montfort Junior,2022,-0.7996569809641447,0
Nan Chiau,2022,1.3317777780877424,1
Nan Hua,2022,1.4416398300301072,1
Nanyang,2022,1.198069854111052,1
Naval Base,2022,0.0269245115682024,0
New Town,2022,-1.3139568705811253,0
Ngee Ann,2022,0.45104373390869745,0
North Spring,2022,-0.9818094380392804,0
North View,2022,-0.09165451198731246,0
North Vista,2022,-0.8545508657316533,0
Northland,2022,1.4145248064876952,1
Northoaks,2022,-1.483625691198296,0
Northshore,2022,-0.7894628218073814,0
Oasis,2022,0.5395678029390153,0
Opera Estate,2022,-0.17964274915364742,0
Palm View,2022,-0.5875032133295769,0
Park View,2022,-0.6973015369819476,0
Pasir Ris,2022,1.0951947672323348,1
Paya Lebar Methodist Girls’,2022,1.0103516373510386,1
Pei Chun Public,2022,1.1189989151904052,1
Pei Hwa Presbyterian,2022,1.1917223019926104,1
Pei Tong,2022,-1.1068694221561244,0
Peiying,2022,-0.8019967344783017,0
Poi Ching,2022,0.9273917451693783,1
Princess Elizabeth,2022,1.2871098940562247,1
Punggol,2022,0.8562301500791696,0
Punggol Cove,2022,-0.5025806852033204,0
Punggol Green,2022,0.9762868948830975,1
Punggol View,2022,0.062265510045161385,0
Qifa,2022,0.7551384623572029,0
Qihua,2022,-0.8375146051759393,0
Queenstown,2022,0.18536185375972308,0
Radin Mas,2022,0.9707980726680012,1
Raffles Girls’,2022,0.843409009143665,0
Red Swastika,2022,1.126775037609699,1
River Valley,2022,0.8661651507000925,0
Riverside,2022,0.794385184613167,0
Rivervale,2022,0.8431065207234778,0
Rosyth,2022,1.2645845920143235,1
Rulang,2022,1.213962119081847,1
Sembawang,2022,0.2703310153895909,0
Seng Kang,2022,-1.2711432722288571,0
Sengkang Green,2022,1.0269193605595257,1
Shuqun,2022,0.7883883130311622,0
Si Ling,2022,-1.147302915370072,0
Singapore Chinese Girls’,2022,1.1397832044241953,1
South View,2022,1.401570488535647,1
Springdale,2022,0.17636883385107527,0
St. Andrew’s Junior,2022,0.8651426925468566,0
St. Anthony’s,2022,1.06703310069756,1
St. Anthony’s Canossian,2022,-1.0234385313862147,0
St. Gabriel’s,2022,0.060668490877492945,0
St. Hilda’s,2022,1.3482869650998484,1
St. Joseph’s Institution Junior,2022,1.1060425623306425,1
St. Margaret’s,2022,0.5395678029390153,0
St. Stephen’s,2022,-0.7112611633028757,0
Tampines,2022,0.413667649325157,0
Tampines North,2022,-0.9163200652554349,0
Tanjong Katong,2022,0.5651711083746815,0
Tao Nan,2022,1.2382452451166417,1
Teck Ghee,2022,0.1268606945575349,0
Teck Whye,2022,-1.1914516094554748,0
Telok Kurau,2022,-0.5041771201297309,0
Temasek,2022,1.0924139021484613,1
Townsville,2022,-1.1176469213981115,0
Unity,2022,-0.8014094456310679,0
Valour,2022,0.18635033127376488,0
Waterway,2022,0.30797540301047777,0
Wellington,2022,0.4516007927941319,0
West Grove,2022,0.07269371818444537,0
West Spring,2022,0.8621348989403729,0
West View,2022,-0.8047612999786448,0
Westwood,2022,0.8700823228835002,0
White Sands,2022,0.7571545669423067,0
Woodgrove,2022,0.8106731561098318,0
Woodlands,2022,0.8074136962336297,0
Woodlands Ring,2022,-0.758598288209877,0
Xinghua,2022,-1.2073630271599134,0
Xingnan,2022,-0.6570031251210214,0
Xinmin,2022,1.0675539663462352,1
Xishan,2022,-0.6988138760106283,0
Yangzheng,2022,0.8866255669453635,1
Yew Tee,2022,-0.7813199265629299,0
Yio Chu Kang,2022,-0.9990605709018389,0
Yishun,2022,-0.8006071934995185,0
Yu Neng,2022,0.8618228945642,0
Yuhua,2022,-1.1093860172127177,0
Yumin,2022,-1.1292137332790908,0
Zhangde,2022,-0.01600528308771014,0
Zhenghua,2022,-0.5686505805943634,0
Zhonghua,2022,-1.5166083140774274,0
Admiralty,2023,1.0448621301503636,1
Ahmad Ibrahim,2023,-1.1551968506574644,0
Ai Tong,2023,1.1852715331326333,1
Alexandra,2023,0.697187540010581,0
Anchor Green,2023,-0.9591339211236865,0
Anderson,2023,0.7823359713025226,0
Ang Mo Kio,2023,-0.882890532999113,0
Anglo-Chinese (Junior),2023,1.0462038579948234,1
Anglo-Chinese (Primary),2023,1.0728145339506603,1
Angsana,2023,-0.009255091753282207,0
Beacon,2023,-0.8529067956461245,0
Bedok Green,2023,-1.1194685020383544,0
Bendemeer,2023,-1.06257990109827,0
Blangah Rise,2023,-1.03533375877768,0
Boon Lay Garden,2023,-1.0516824304957266,0
Bukit Panjang,2023,1.1420717734823933,1
Bukit Timah,2023,-0.6264844450936826,0
Bukit View,2023,-1.3266633049089744,0
CHIJ (Katong),2023,-0.5653307826117068,0
CHIJ (Kellock),2023,-0.7486265071750713,0
CHIJ (Toa Payoh),2023,1.0679056627733963,1
CHIJ Our Lady Queen of Peace,2023,-0.6155779302969772,0
CHIJ Our Lady of Good Counsel,2023,-0.5175005547357268,0
CHIJ Our Lady of the Nativity,2023,0.7479309817000566,0
CHIJ St. Nicholas Girls’,2023,1.2170255593535761,1
Canberra,2023,0.7184927151703475,0
Canossa Catholic,2023,-0.1118781239933812,0
Cantonment,2023,-0.8035788444270493,0
Casuarina,2023,-0.618304494595715,0
Catholic High,2023,1.0293462151176112,1
Cedar,2023,-0.9958007863826692,0
Changkat,2023,-0.7502933732569729,0
Chongfu,2023,1.0821138956538021,1
Chongzheng,2023,0.7308910224583528,0
Chua Chu Kang,2023,0.9040618760061954,1
Clementi,2023,-1.0259341539114146,0
Compassvale,2023,0.787473449495087,0
Concord,2023,-0.3709465680546543,0
Corporation,2023,-0.9620929063994744,0
Damai,2023,-0.9852442087930231,0
Dazhong,2023,-0.4657284776715213,0
De La Salle,2023,-0.11307786893857627,0
East Spring,2023,-0.7378189446759416,0
Edgefield,2023,-0.9568954699514378,0
Elias Park,2023,0.8478339768327559,0
Endeavour,2023,-0.9250393952299053,0
Evergreen,2023,-0.5966882935134273,0
Fairfield Methodist,2023,1.1786039216633464,1
Farrer Park,2023,-1.038161667704343,0
Fengshan,2023,0.34105961949338676,0
Fern Green,2023,0.5037112216059028,0
Fernvale,2023,-0.6469950805449285,0
First Toa Payoh,2023,-1.4800548881178288,0
Frontier,2023,0.8044153745915199,0
Fuchun,2023,-0.7462043497972453,0
Fuhua,2023,-0.786179656498822,0
Gan Eng Seng,2023,-1.0314633520406322,0
Geylang Methodist,2023,-0.0006183416439527051,0
Gongshang,2023,1.0194641215447398,1
Greendale,2023,-1.294601151648188,0
Greenridge,2023,-1.1095843244119759,0
Greenwood,2023,-0.5750665728999588,0
Haig Girls’,2023,0.29147454061030253,0
Henry Park,2023,1.0320916485235299,1
Holy Innocents’,2023,1.318754626531555,1
Hong Wen,2023,0.9917240231587099,1
Horizon,2023,0.9252552166357388,1
Hougang,2023,0.7888950119666285,0
Huamin,2023,0.8276919077040905,0
Innova,2023,0.2822215447858577,0
Jiemin,2023,-0.7950741394586343,0
Jing Shan,2023,-0.2223006018673844,0
Junyuan,2023,-0.14851004419338845,0
Jurong,2023,-0.22778933062026208,0
Jurong West,2023,0.6717665896890681,0
Keming,2023,0.8654624938893304,1
Kheng Cheng,2023,-0.0518618644208227,0
Kong Hwa,2023,1.1064308310612736,1
Kranji,2023,-0.8739296500760252,0
Kuo Chuan Presbyterian,2023,0.9592367874413681,1
Lakeside,2023,0.4030601951913567,0
Lianhua,2023,-1.2294199059041861,0
Maha Bodhi,2023,1.0244180331853698,1
Maris Stella High,2023,1.0207276480259702,1
Marsiling,2023,-0.7194907090109557,0
Marymount Convent,2023,-0.8948565138104894,0
Mayflower,2023,-1.0098844869466883,0
Mee Toh,2023,0.8103537667166402,0
Meridian,2023,-1.2364415678600298,0
Methodist Girls’,2023,1.0912862277953148,1
Montfort Junior,2023,-0.9518545692959339,0
Nan Chiau,2023,1.3310390502121026,1
Nan Hua,2023,1.4364083668285783,1
Nanyang,2023,1.1563484297143107,1
Naval Base,2023,0.3799986096406204,0
New Town,2023,-1.3131425421175904,0
Ngee Ann,2023,0.21279755757491564,0
North Spring,2023,-1.0593247407603763,0
North View,2023,0.05465728174733396,0
North Vista,2023,-0.8423305598241893,0
Northland,2023,1.3975699819240668,1
Northoaks,2023,-1.2193759885760902,0
Northshore,2023,-0.6000195281180823,0
