,school,year,GSI,good_school_75,good_school_80,good_school_85,good_school_90
1893,Horizon,2023,0.6360561831504242,1,0,0,0
1894,Hougang,2023,0.538276821804458,0,0,0,0
1895,Huamin,2023,0.5660967836226469,0,0,0,0
1896,Innova,2023,0.1749581530469527,0,0,0,0
1897,Jiemin,2023,-0.5975347032215018,0,0,0,0
1898,Jing Shan,2023,-0.1868178754091343,0,0,0,0
1899,Junyuan,2023,-0.13390512406621655,0,0,0,0
1900,Jurong,2023,-0.19075365999790003,0,0,0,0
1901,Jurong West,2023,0.454287931104627,0,0,0,0
1902,Keming,2023,0.5931808130417677,0,0,0,0
1903,Kheng Cheng,2023,-0.06460193318040555,0,0,0,0
1904,Kong Hwa,2023,0.9659711822733674,1,1,1,1
1905,Kranji,2023,-0.6540793636338895,0,0,0,0
1906,Kuo Chuan Presbyterian,2023,0.6604232358324729,1,1,0,0
1907,Lakeside,2023,0.26160752476965987,0,0,0,0
1908,Lianhua,2023,-0.9089895866270192,0,0,0,0
1909,Maha Bodhi,2023,0.9071625363200932,1,1,1,0
1910,Maris Stella High,2023,0.9045162840290943,1,1,1,0
1911,Marsiling,2023,-0.5433363425234892,0,0,0,0
1912,Marymount Convent,2023,-0.6690853206570203,0,0,0,0
1913,Mayflower,2023,-0.7515680492322022,0,0,0,0
1914,Mee Toh,2023,0.5536641801604195,0,0,0,0
1915,Meridian,2023,-0.9140245865619026,0,0,0,0
1916,Methodist Girls',2023,0.7551114916563223,1,1,1,0
1917,Montfort Junior,2023,-0.7099567279481184,0,0,0,0
1918,Nan Chiau,2023,0.9270302557392341,1,1,1,1
1919,Nan Hua,2023,1.4025870834018273,1,1,1,1
1920,Nanyang,2023,1.2017654297817382,1,1,1,1
1921,Naval Base,2023,0.2450708298281395,0,0,0,0
1922,New Town,2023,-0.9690243007066305,0,0,0,0
1923,Ngee Ann,2023,0.12517652395620246,0,0,0,0
1924,North Spring,2023,-0.7870200086540552,0,0,0,0
1925,North View,2023,0.01177939895908318,0,0,0,0
1926,North Vista,2023,-0.631420708409401,0,0,0,0
1927,Northland,2023,0.9747373710837273,1,1,1,1
1928,Northoaks,2023,-0.9017874280197039,0,0,0,0
1929,Northshore,2023,-0.4576675376452589,0,0,0,0
1930,Oasis,2023,0.45167409890254673,0,0,0,0
1931,Opera Estate,2023,-0.12426114729090273,0,0,0,0
1932,Palm View,2023,-0.507592655301909,0,0,0,0
1933,Park View,2023,-0.46867965849393617,0,0,0,0
1934,Pasir Ris,2023,0.616369919242743,1,0,0,0
1935,Paya Lebar Methodist Girls',2023,0.528996132865206,0,0,0,0
1936,Pei Chun Public,2023,0.9305075592527945,1,1,1,1
1937,Pei Hwa Presbyterian,2023,0.9898870584244206,1,1,1,1
1938,Pei Tong,2023,-0.8986440803471877,0,0,0,0
1939,Peiying,2023,-0.6120005138895681,0,0,0,0
1940,Poi Ching,2023,1.0178416757575748,1,1,1,1
1941,Princess Elizabeth,2023,0.9352162180679047,1,1,1,1
1942,Punggol,2023,0.497067734147951,0,0,0,0
1943,Punggol Cove,2023,-0.44383750053656296,0,0,0,0
1944,Punggol Green,2023,0.6220951604112784,1,0,0,0
1945,Punggol View,2023,-0.1996430592226933,0,0,0,0
1946,Qifa,2023,0.4764133591578511,0,0,0,0
1947,Qihua,2023,-0.5883705527504033,0,0,0,0
1948,Queenstown,2023,0.1626609395762109,0,0,0,0
1949,Radin Mas,2023,0.5932301359842256,1,0,0,0
1950,Raffles Girls',2023,0.7212776135269356,1,1,0,0
1951,Red Swastika,2023,0.9909997756273701,1,1,1,1
1952,River Valley,2023,0.5308469811262642,0,0,0,0
1953,Riverside,2023,0.5579929758613988,0,0,0,0
1954,Rivervale,2023,0.6331082803979369,1,0,0,0
1955,Rosyth,2023,1.108393687444025,1,1,1,1
1956,Rulang,2023,0.8575612218074573,1,1,1,0
1957,Sembawang,2023,0.09151014228155742,0,0,0,0
1958,Seng Kang,2023,-0.9247101646932468,0,0,0,0
1959,Sengkang Green,2023,0.6459436937766418,1,1,0,0
1960,Shuqun,2023,0.5962359830160758,1,0,0,0
1961,Si Ling,2023,-0.7854483468114313,0,0,0,0
1962,Singapore Chinese Girls',2023,0.5740410957829406,0,0,0,0
1963,South View,2023,0.9078759983659151,1,1,1,0
1964,Springdale,2023,-0.20223723670551846,0,0,0,0
1965,St. Andrew's Junior,2023,0.5196812233528595,0,0,0,0
1966,St. Anthony's,2023,0.5056586562582893,0,0,0,0
1967,St. Anthony's Canossian,2023,-0.7352892933523214,0,0,0,0
1968,St. Gabriel's,2023,-0.19550465938050188,0,0,0,0
1969,St. Hilda's,2023,1.124915226889094,1,1,1,1
1970,St. Joseph's Institution Junior,2023,0.718257482877117,1,1,0,0
1971,St. Margaret's,2023,0.0390468614373697,0,0,0,0
1972,St. Stephen's,2023,-0.5433709769753384,0,0,0,0
1973,Tampines,2023,0.09002980900213732,0,0,0,0
1974,Tampines North,2023,-0.6618408333434426,0,0,0,0
1975,Tanjong Katong,2023,0.5225068703331401,0,0,0,0
1976,Tao Nan,2023,1.304924497254428,1,1,1,1
1977,Teck Ghee,2023,-0.0973772035454352,0,0,0,0
1978,Teck Whye,2023,-0.9016385297855208,0,0,0,0
1979,Telok Kurau,2023,-0.6120005138895681,0,0,0,0
1980,Temasek,2023,0.6976993292542643,1,1,0,0
1981,Townsville,2023,-0.7293971459858651,0,0,0,0
1982,Unity,2023,-0.5518067136637483,0,0,0,0
1983,Valour,2023,0.1773895506684934,0,0,0,0
1984,Waterway,2023,-0.003162210359998187,0,0,0,0
1985,Wellington,2023,0.4786031421841293,0,0,0,0
1986,West Grove,2023,-0.32553393935319624,0,0,0,0
1987,West Spring,2023,0.46427036130465105,0,0,0,0
1988,West View,2023,-0.5448923736379241,0,0,0,0
1989,Westwood,2023,0.5504993730360721,0,0,0,0
1990,White Sands,2023,0.4734580908772518,0,0,0,0
1991,Woodgrove,2023,0.28302316374040704,0,0,0,0
1992,Woodlands,2023,0.25327806138738734,0,0,0,0
1993,Woodlands Ring,2023,-0.549919598440272,0,0,0,0
1994,Xinghua,2023,-0.8630389123206282,0,0,0,0
1995,Xingnan,2023,-0.6977651806288276,0,0,0,0
1996,Xinmin,2023,0.6103385257500825,1,0,0,0
1997,Xishan,2023,-0.625421402229381,0,0,0,0
1998,Yangzheng,2023,0.600646460043894,1,0,0,0
1999,Yew Tee,2023,-0.6125153919847194,0,0,0,0
2000,Yio Chu Kang,2023,-0.8202976151817599,0,0,0,0
2001,Yishun,2023,-0.6232441111123829,0,0,0,0
2002,Yu Neng,2023,0.5708437125760396,0,0,0,0
2003,Yuhua,2023,-0.8946654131148241,0,0,0,0
2004,Yumin,2023,-1.0506524034962,0,0,0,0
2005,Zhangde,2023,-0.2196843649436924,0,0,0,0
2006,Zhenghua,2023,-0.5001319050285257,0,0,0,0
2007,Zhonghua,2023,-0.9694962544771196,0,0,0,0
2008,Admiralty,2024,0.6496840407656731,1,0,0,0
2009,Ahmad Ibrahim,2024,-0.852604583582503,0,0,0,0
2010,Ai Tong,2024,1.0755337283687116,1,1,1,1
2011,Alexandra,2024,0.5422136417612795,0,0,0,0
2012,Anchor Green,2024,-0.8343185192095348,0,0,0,0
2013,Anderson,2024,0.5075440115708165,0,0,0,0
2014,Ang Mo Kio,2024,-0.5888971055521297,0,0,0,0
2015,Anglo-Chinese (Junior),2024,0.7086716648987622,1,1,0,0
2016,Anglo-Chinese,2024,0.8835834779402865,1,1,1,0
2017,Angsana,2024,0.23292403467330486,0,0,0,0
2018,Beacon,2024,-0.6351359583549917,0,0,0,0
2019,Bedok Green,2024,-0.6977213721941661,0,0,0,0
2020,Bendemeer,2024,-0.7922759562271622,0,0,0,0
2021,Blangah Rise,2024,-0.8566460574452659,0,0,0,0
2022,Boon Lay Garden,2024,-0.7331048176296783,0,0,0,0
2023,Bukit Panjang,2024,0.7034266392653644,1,0,0,0
2024,Bukit Timah,2024,-0.5135298669408582,0,0,0,0
2025,Bukit View,2024,-0.7507298654111267,0,0,0,0
2026,CHIJ (Katong),2024,-0.5306784527218689,0,0,0,0
2027,CHIJ (Kellock),2024,-0.595299015513992,0,0,0,0
2028,CHIJ (Toa Payoh),2024,0.8294157679240614,1,1,1,0
2029,CHIJ Our Lady Queen of Peace,2024,-0.50075099138802,0,0,0,0
2030,CHIJ Our Lady of Good Counsel,2024,-0.42159641585907276,0,0,0,0
2031,CHIJ Our Lady of the Nativity,2024,0.5177655927474414,0,0,0,0
2032,CHIJ St. Nicholas Girls',2024,0.9560487909224533,1,1,1,1
2033,Canberra,2024,0.5065350526296767,0,0,0,0
2034,Canossa Catholic,2024,-0.3347664772623176,0,0,0,0
2035,Cantonment,2024,-0.7973769880456635,0,0,0,0
2036,Casuarina,2024,-0.5540348236780365,0,0,0,0
2037,Catholic High,2024,1.11980773232634,1,1,1,1
2038,Cedar,2024,-0.6465240453661791,0,0,0,0
2039,Changkat,2024,-0.7133687037228178,0,0,0,0
2040,Chongfu,2024,0.9578691417963915,1,1,1,1
2041,Chongzheng,2024,0.5133206574711513,0,0,0,0
2042,Chua Chu Kang,2024,0.5361248703674776,0,0,0,0
2043,Clementi,2024,-0.6204368179029437,0,0,0,0
2044,Compassvale,2024,0.5473702108322663,0,0,0,0
2045,Concord,2024,-0.3623887174995983,0,0,0,0
2046,Corporation,2024,-0.7752876213564875,0,0,0,0
2047,Damai,2024,-0.7357795055534393,0,0,0,0
2048,Dazhong,2024,-0.06945048120483208,0,0,0,0
2049,De La Salle,2024,-0.19774571570995403,0,0,0,0
2050,East Spring,2024,-0.6214611980877209,0,0,0,0
2051,Edgefield,2024,-0.8258386955135076,0,0,0,0
2052,Elias Park,2024,0.5544146888076027,0,0,0,0
2053,Endeavour,2024,-0.6619696402597987,0,0,0,0
2054,Evergreen,2024,-0.4218928235304908,0,0,0,0
2055,Fairfield Methodist,2024,0.7689367792807309,1,1,1,0
2056,Farrer Park,2024,-0.7349702018214864,0,0,0,0
2057,Fengshan,2024,0.338147319362995,0,0,0,0
2058,Fern Green,2024,0.2807646381495694,0,0,0,0
2059,Fernvale,2024,-0.5013369237680081,0,0,0,0
2060,First Toa Payoh,2024,-0.9023385487666634,0,0,0,0
2061,Frontier,2024,0.6657766126085354,1,0,0,0
2062,Fuchun,2024,-0.627123546843607,0,0,0,0
2063,Fuhua,2024,-0.7221844920707617,0,0,0,0
2064,Gan Eng Seng,2024,-0.8794158120931203,0,0,0,0
2065,Geylang Methodist,2024,-0.11659450237560455,0,0,0,0
2066,Gongshang,2024,0.7078626114103116,1,1,0,0
2067,Greendale,2024,-0.8371350775641926,0,0,0,0
2068,Greenridge,2024,-0.6633330735369921,0,0,0,0
2069,Greenwood,2024,-0.5398899945470549,0,0,0,0
2070,Haig Girls',2024,0.041197480671446185,0,0,0,0
2071,Henry Park,2024,0.9313405615168731,1,1,1,1
2072,Holy Innocents',2024,1.0916161403847933,1,1,1,1
2073,Hong Wen,2024,0.8246996858577633,1,1,1,0
2074,Horizon,2024,0.6035811992426554,0,0,0,0
2075,Hougang,2024,0.5708437125760396,0,0,0,0
2076,Huamin,2024,0.5783842346473689,0,0,0,0
2077,Innova,2024,0.0020152416935102268,0,0,0,0
2078,Jiemin,2024,-0.5632108699418684,0,0,0,0
2079,Jing Shan,2024,0.008995985879740959,0,0,0,0
2080,Junyuan,2024,0.02889580580551211,0,0,0,0
2081,Jurong,2024,-0.45098915673247697,0,0,0,0
2082,Jurong West,2024,0.19546333989817455,0,0,0,0
2083,Keming,2024,0.6076687450632292,1,0,0,0
2084,Kheng Cheng,2024,-0.1014913926430484,0,0,0,0
2085,Kong Hwa,2024,0.9669964327019147,1,1,1,1
2086,Kuo Chuan Presbyterian,2024,0.7644462036827897,1,1,1,0
2087,Lakeside,2024,0.06127249330420349,0,0,0,0
2088,Lianhua,2024,-0.939419952954683,0,0,0,0
2089,Maha Bodhi,2024,0.7637477193254008,1,1,1,0
2090,Maris Stella High,2024,0.9338833276753116,1,1,1,1
2091,Marsiling,2024,-0.3931255976460861,0,0,0,0
2092,Marymount Convent,2024,-0.7645383249876915,0,0,0,0
2093,Mayflower,2024,-0.7855501796637492,0,0,0,0
2094,Mee Toh,2024,0.5238183757712908,0,0,0,0
2095,Meridian,2024,-1.0255250226492807,0,0,0,0
2096,Methodist Girls',2024,0.7444361552873201,1,1,0,0
2097,Montfort Junior,2024,-0.7670415347155704,0,0,0,0
2098,Nan Chiau,2024,0.909943723940966,1,1,1,1
2099,Nan Hua,2024,1.3663939067532724,1,1,1,1
2100,Nanyang,2024,1.2430782876262434,1,1,1,1
2101,Naval Base,2024,0.3209920212635269,0,0,0,0
2102,New Town,2024,-0.8363795125252904,0,0,0,0
2103,Ngee Ann,2024,0.07216483223611986,0,0,0,0
2104,North Spring,2024,-0.6275724148971534,0,0,0,0
2105,North View,2024,0.12740536815217904,0,0,0,0
2106,North Vista,2024,-0.5893728876832975,0,0,0,0
2107,Northland,2024,0.7333044972808237,1,1,0,0
2108,Northoaks,2024,-0.9816638490477243,0,0,0,0
2109,Northshore,2024,-0.12376831026533992,0,0,0,0
2110,Oasis,2024,0.4589387715349265,0,0,0,0
2111,Opera Estate,2024,-0.2732862393380267,0,0,0,0
2112,Palm View,2024,-0.5342567397756649,0,0,0,0
2113,Park View,2024,-0.5966588989278925,0,0,0,0
2114,Pasir Ris,2024,0.7513466992407922,1,1,0,0
2115,Paya Lebar Methodist Girls',2024,0.5621654880283986,0,0,0,0
2116,Pei Chun Public,2024,0.8662591844051044,1,1,1,0
2117,Pei Hwa Presbyterian,2024,0.9295733381507152,1,1,1,1
2118,Pei Tong,2024,-0.9232986412175814,0,0,0,0
2119,Peiying,2024,-0.5613696332879475,0,0,0,0
2120,Poi Ching,2024,0.9063055513246059,1,1,1,1
2121,Princess Elizabeth,2024,1.0707715725212628,1,1,1,1
2122,Punggol,2024,0.4932271065782039,0,0,0,0
2123,Punggol Cove,2024,-0.6299730204508225,0,0,0,0
2124,Punggol Green,2024,0.6093365167186181,1,0,0,0
2125,Punggol View,2024,-0.2773699362993837,0,0,0,0
2126,Qifa,2024,0.5876230748286339,0,0,0,0
2127,Qihua,2024,-0.7295951300350901,0,0,0,0
2128,Queenstown,2024,-0.0897927243130911,0,0,0,0
2129,Radin Mas,2024,0.5921160454733473,0,0,0,0
2130,Raffles Girls',2024,0.7489327601556321,1,1,0,0
2131,Red Swastika,2024,0.9138562585634407,1,1,1,1
2132,River Valley,2024,0.5006678252653335,0,0,0,0
2133,Riverside,2024,0.5393813090177942,0,0,0,0
2134,Rivervale,2024,0.5437518706489004,0,0,0,0
2135,Rosyth,2024,1.0998622270257106,1,1,1,1
2136,Rulang,2024,0.885048664511324,1,1,1,0
2137,Sembawang,2024,0.3594925839540522,0,0,0,0
2138,Seng Kang,2024,-0.7756125443728663,0,0,0,0
2139,Sengkang Green,2024,0.6859910894945841,1,0,0,0
2140,Shuqun,2024,0.6621610650024146,1,0,0,0
2141,Si Ling,2024,-0.6913529826011161,0,0,0,0
2142,Singapore Chinese Girls',2024,0.7590275623277748,1,1,0,0
2143,South View,2024,0.8682850966687793,1,1,1,0
2144,Springdale,2024,-0.053424421317042246,0,0,0,0
2145,St. Andrew's Junior,2024,0.5769654283650335,0,0,0,0
2146,St. Anthony's,2024,0.7371344495752629,1,1,0,0
2147,St. Anthony's Canossian,2024,-0.6359620852372205,0,0,0,0
2148,St. Gabriel's,2024,-0.2100375274620274,0,0,0,0
2149,St. Hilda's,2024,1.103173906684254,1,1,1,1
2150,St. Joseph's Institution Junior,2024,0.699275732208023,1,0,0,0
2151,St. Margaret's,2024,0.3215068993586781,0,0,0,0
2152,St. Stephen's,2024,-0.6121878501294055,0,0,0,0
2153,Tampines,2024,0.1610869364505497,0,0,0,0
2154,Tampines North,2024,-0.7326443093529249,0,0,0,0
2155,Tanjong Katong,2024,0.566800047441672,0,0,0,0
2156,Tao Nan,2024,1.1455145700580671,1,1,1,1
2157,Teck Ghee,2024,-0.2202286896827955,0,0,0,0
2158,Teck Whye,2024,-0.8957560345270436,0,0,0,0
2159,Telok Kurau,2024,-0.5179968817945431,0,0,0,0
2160,Temasek,2024,0.5820434520203204,0,0,0,0
2161,Townsville,2024,-0.8403861994641441,0,0,0,0
2162,Unity,2024,-0.5817786269189178,0,0,0,0
2163,Valour,2024,0.3630264190865278,0,0,0,0
2164,Waterway,2024,0.2815472248052018,0,0,0,0
2165,Wellington,2024,0.7149452196607874,1,1,0,0
2166,West Grove,2024,-0.5020175751008303,0,0,0,0
2167,West Spring,2024,0.4917174668035793,0,0,0,0
2168,West View,2024,-0.514630332800327,0,0,0,0
2169,Westwood,2024,0.6076163033504967,0,0,0,0
2170,White Sands,2024,0.28510943539799577,0,0,0,0
2171,Woodgrove,2024,0.07068596482123816,0,0,0,0
2172,Woodlands,2024,0.08941072264264303,0,0,0,0
2173,Woodlands Ring,2024,-0.48076150833287457,0,0,0,0
2174,Xinghua,2024,-0.8731072023336828,0,0,0,0
2175,Xingnan,2024,-0.5283911697035626,0,0,0,0
2176,Xinmin,2024,0.6648254142798183,1,0,0,0
2177,Xishan,2024,-0.45451922015172874,0,0,0,0
2178,Yangzheng,2024,0.5621886467429399,0,0,0,0
2179,Yew Tee,2024,-0.5184487803326443,0,0,0,0
2180,Yio Chu Kang,2024,-0.8155400117290351,0,0,0,0
2181,Yishun,2024,-0.683580594448846,0,0,0,0
2182,Yu Neng,2024,0.5562661554379666,0,0,0,0
2183,Yuhua,2024,-0.9842488901896197,0,0,0,0
2184,Yumin,2024,-1.1752801299545694,0,0,0,0
2185,Zhangde,2024,-0.0059396882350859,0,0,0,0
2186,Zhenghua,2024,-0.42732264666534303,0,0,0,0
2187,Zhonghua,2024,-0.8117721411494537,0,0,0,0
2188,Admiralty,2025,0.733279036274599,1,1,0,0
2189,Ahmad Ibrahim,2025,-0.8549574019469062,0,0,0,0
2190,Ai Tong,2025,1.058508530718419,1,1,1,1
2191,Alexandra,2025,0.47705768575248125,0,0,0,0
2192,Anchor Green,2025,-0.8986440803471877,0,0,0,0
2193,Anderson,2025,0.5775883424013399,0,0,0,0
2194,Ang Mo Kio,2025,-0.7049549275312644,0,0,0,0
2195,Anglo-Chinese (Junior),2025,0.7786539693031126,1,1,0,0
2196,Anglo-Chinese,2025,0.9565021297752287,1,1,1,1
2197,Angsana,2025,0.4158568305401123,0,0,0,0
2198,Beacon,2025,-0.6505958209839376,0,0,0,0
2199,Bedok Green,2025,-0.8879080866073971,0,0,0,0
2200,Bendemeer,2025,-0.8084921838293775,0,0,0,0
2201,Blangah Rise,2025,-0.7955122831683318,0,0,0,0
2202,Boon Lay Garden,2025,-0.7394501380292157,0,0,0,0
2203,Bukit Panjang,2025,0.5516344172148937,0,0,0,0
2204,Bukit Timah,2025,-0.42325719098959774,0,0,0,0
2205,Bukit View,2025,-0.5788138758721146,0,0,0,0
2206,CHIJ (Katong),2025,-0.4362002614418178,0,0,0,0
2207,CHIJ (Kellock),2025,-0.5474902918756405,0,0,0,0
2208,CHIJ (Toa Payoh),2025,0.7921058574871139,1,1,0,0
2209,CHIJ Our Lady Queen of Peace,2025,-0.4492413309105154,0,0,0,0
2210,CHIJ Our Lady of Good Counsel,2025,-0.5221964721521598,0,0,0,0
2211,CHIJ Our Lady of the Nativity,2025,0.5194639265674796,0,0,0,0
2212,CHIJ St. Nicholas Girls',2025,1.0154226157201132,1,1,1,1
2213,Canberra,2025,0.5200878102956786,0,0,0,0
2214,Canossa Catholic,2025,-0.2745203847440873,0,0,0,0
2215,Cantonment,2025,-0.7504080666551903,0,0,0,0
2216,Casuarina,2025,-0.5698619078022242,0,0,0,0
2217,Catholic High,2025,1.1898870584244206,1,1,1,1
2218,Cedar,2025,-0.6220203531963243,0,0,0,0
2219,Changkat,2025,-0.8204589251208215,0,0,0,0
2220,Chongfu,2025,0.9330667894986007,1,1,1,0
2221,Chongzheng,2025,0.4580502646077826,0,0,0,0
2222,Chua Chu Kang,2025,0.6461000389687677,1,0,0,0
2223,Clementi,2025,-0.6365128503074509,0,0,0,0
2224,Compassvale,2025,0.5113244858034514,0,0,0,0
2225,Concord,2025,-0.16374926482729024,0,0,0,0
2226,Corporation,2025,-0.7973769880456635,0,0,0,0
2227,Dazhong,2025,-0.22535177769183523,0,0,0,0
2228,De La Salle,2025,-0.39636997783021644,0,0,0,0
2229,East Spring,2025,-0.6679587050461966,0,0,0,0
2230,Edgefield,2025,-0.9022679519007065,0,0,0,0
2231,Elias Park,2025,0.5938884503965023,0,0,0,0
2232,Endeavour,2025,-0.6227095602443236,0,0,0,0
2233,Evergreen,2025,-0.4644337577333131,0,0,0,0
2234,Fairfield Methodist,2025,0.7613124747720424,1,1,0,0
2235,Farrer Park,2025,-0.8338463696075158,0,0,0,0
2236,Fengshan,2025,0.3625679660140336,0,0,0,0
2237,Fern Green,2025,-0.047825077760364175,0,0,0,0
2238,Fernvale,2025,-0.5714619847322482,0,0,0,0
2239,First Toa Payoh,2025,-1.1272144267980384,0,0,0,0
2240,Frontier,2025,0.7374898151054397,1,1,0,0
2241,Fuchun,2025,-0.5518584401971961,0,0,0,0
2242,Fuhua,2025,-0.7368896340643856,0,0,0,0
2243,Gan Eng Seng,2025,-0.9023385487666634,0,0,0,0
2244,Geylang Methodist,2025,-0.03230395061071999,0,0,0,0
2245,Gongshang,2025,0.7279766615782561,1,1,0,0
2246,Greendale,2025,-0.8321876472990518,0,0,0,0
2247,Greenridge,2025,-0.6779411352462207,0,0,0,0
2248,Greenwood,2025,-0.40966217750692013,0,0,0,0
2249,Haig Girls',2025,-0.038199072263964635,0,0,0,0
2250,Henry Park,2025,0.7965600423675192,1,1,1,0
2251,Holy Innocents',2025,1.0620786526128434,1,1,1,1
2252,Hong Wen,2025,0.9085523647854252,1,1,1,0
2253,Horizon,2025,0.5892570257304605,0,0,0,0
2254,Hougang,2025,0.5071100373143969,0,0,0,0
2255,Huamin,2025,0.5520806448670391,0,0,0,0
2256,Innova,2025,-0.11473824737202926,0,0,0,0
2257,Jiemin,2025,-0.6342189212114456,0,0,0,0
2258,Jing Shan,2025,-0.0907553989032578,0,0,0,0
2259,Junyuan,2025,-0.01864925774095236,0,0,0,0
2260,Jurong,2025,-0.6178660839616704,0,0,0,0
2261,Jurong West,2025,0.3558687124005332,0,0,0,0
2262,Keming,2025,0.5983065385618284,0,0,0,0
2263,Kheng Cheng,2025,-0.018562436415721036,0,0,0,0
2264,Kong Hwa,2025,1.0607343575067198,1,1,1,1
2265,Kuo Chuan Presbyterian,2025,0.764174690789893,1,1,0,0
2266,Lakeside,2025,-0.1203642360786198,0,0,0,0
2267,Lianhua,2025,-0.9903376615834217,0,0,0,0
2268,Maha Bodhi,2025,1.0713914785729488,1,1,1,1
2269,Maris Stella High,2025,1.0083963786572396,1,1,1,1
2270,Marsiling,2025,-0.370135530934403,0,0,0,0
2271,Marymount Convent,2025,-0.7173607713400395,0,0,0,0
2272,Mayflower,2025,-0.7110273730580408,0,0,0,0
2273,Mee Toh,2025,0.5477375060026108,0,0,0,0
2274,Meridian,2025,-0.8142525498445295,0,0,0,0
2275,Methodist Girls',2025,0.8182273979453668,1,1,1,0
2276,Montfort Junior,2025,-0.926832476350057,0,0,0,0
2277,Nan Chiau,2025,0.930281772269252,1,1,1,0
2278,Nan Hua,2025,1.366900696225562,1,1,1,1
2279,Nanyang,2025,1.2035335240044096,1,1,1,1
2280,Naval Base,2025,0.45869840813244517,0,0,0,0
2281,New Town,2025,-0.9509876095289408,0,0,0,0
2282,Ngee Ann,2025,0.16729270150008763,0,0,0,0
2283,North Spring,2025,-0.6609343958162983,0,0,0,0
2284,North View,2025,0.29181013031576,0,0,0,0
2285,North Vista,2025,-0.7410261535279932,0,0,0,0
2286,Northland,2025,0.9185544128989688,1,1,1,0
2287,Northoaks,2025,-1.2090513660608893,0,0,0,0
2288,Northshore,2025,0.07562656651208018,0,0,0,0
2289,Oasis,2025,0.11368058025074576,0,0,0,0
2290,Opera Estate,2025,-0.42028169932636483,0,0,0,0
2291,Palm View,2025,-0.5474902918756405,0,0,0,0
2292,Park View,2025,-0.6299730204508225,0,0,0,0
2293,Pasir Ris,2025,0.5876982817213158,0,0,0,0
2294,Paya Lebar Methodist Girls',2025,0.6707005300857566,1,0,0,0
2295,Pei Chun Public,2025,1.0092716718706134,1,1,1,1
2296,Pei Hwa Presbyterian,2025,1.0513088806765731,1,1,1,1
2297,Pei Tong,2025,-0.9218996934733745,0,0,0,0
2298,Peiying,2025,-0.549919598440272,0,0,0,0
2299,Pioneer,2025,-0.5011063569181965,0,0,0,0
2300,Poi Ching,2025,0.8752845347211633,1,1,1,0
2301,Princess Elizabeth,2025,1.0377525138501285,1,1,1,1
2302,Punggol,2025,0.5141417211939223,0,0,0,0
2303,Punggol Cove,2025,-0.8043828927163144,0,0,0,0
2304,Punggol Green,2025,0.6426712000221361,1,0,0,0
2305,Punggol View,2025,-0.28867604484729176,0,0,0,0
2306,Qifa,2025,0.4874383139620953,0,0,0,0
2307,Qihua,2025,-0.5730618298437259,0,0,0,0
2308,Queenstown,2025,-0.013011624789354576,0,0,0,0
2309,Radin Mas,2025,0.666312842870827,1,0,0,0
2310,Raffles Girls',2025,0.7346030551298741,1,1,0,0
2311,Red Swastika,2025,1.0513088806765731,1,1,1,1
2312,River Valley,2025,0.3089476070432286,0,0,0,0
2313,Riverside,2025,0.5571892083063179,0,0,0,0
2314,Rivervale,2025,0.5047341508299727,0,0,0,0
2315,Rosyth,2025,1.1002988657452233,1,1,1,1
2316,Rulang,2025,0.8408645015906252,1,1,1,0
2317,Sembawang,2025,0.37873944441556473,0,0,0,0
2318,Seng Kang,2025,-1.0507726614011452,0,0,0,0
2319,Sengkang Green,2025,0.6246160058836602,1,0,0,0
2320,Shuqun,2025,0.6555190822285584,1,0,0,0
2321,Si Ling,2025,-0.7851190990085745,0,0,0,0
2322,Singapore Chinese Girls',2025,0.7197063350449555,1,0,0,0
2323,South View,2025,0.9347218354382012,1,1,1,1
2324,Springdale,2025,-0.29009526750883985,0,0,0,0
2325,St. Andrew's Junior,2025,0.548430490681274,0,0,0,0
2326,St. Anthony's,2025,0.5866965217656304,0,0,0,0
2327,St. Anthony's Canossian,2025,-0.7872251800079993,0,0,0,0
2328,St. Gabriel's,2025,-0.3497223088685653,0,0,0,0
2329,St. Hilda's,2025,1.099216437713379,1,1,1,1
2330,St. Joseph's Institution Junior,2025,0.7662297209350899,1,1,0,0
2331,St. Margaret's,2025,0.3305384537878488,0,0,0,0
2332,St. Stephen's,2025,-0.5770542229842226,0,0,0,0
2333,Tampines,2025,-0.1591519739378582,0,0,0,0
2334,Tampines North,2025,-0.6852045954527197,0,0,0,0
2335,Tanjong Katong,2025,0.5835718082098326,0,0,0,0
2336,Tao Nan,2025,1.251600495330416,1,1,1,1
2337,Teck Ghee,2025,-0.5141154547051757,0,0,0,0
2338,Teck Whye,2025,-0.8772452684486949,0,0,0,0
2339,Telok Kurau,2025,-0.6022143376262085,0,0,0,0
2340,Temasek,2025,0.6539961975112031,1,0,0,0
2341,Unity,2025,-0.6329674698891558,0,0,0,0
2342,Valour,2025,0.5652874798906943,0,0,0,0
2343,Waterway,2025,0.42860350036825645,0,0,0,0
2344,Wellington,2025,0.8341178596057224,1,1,1,0
2345,West Grove,2025,-0.6991422358856042,0,0,0,0
2346,West Spring,2025,0.15545792485829746,0,0,0,0
2347,West View,2025,-0.5377905749081404,0,0,0,0
2348,Westwood,2025,0.5542861921992691,0,0,0,0
2349,White Sands,2025,0.05172151547891201,0,0,0,0
2350,Woodgrove,2025,-0.05975092527697508,0,0,0,0
2351,Woodlands,2025,-0.028211958362522917,0,0,0,0
